searchString,rank,searchPageUrl,searchPageLoadedUrl,isAdvertisement,title,subTitle,description,price,categoryName,address,neighborhood,street,city,postalCode,state,countryCode,website,phone,phoneUnformatted,claimThisBusiness,locatedIn,plusCode,menu,totalScore,permanentlyClosed,temporarilyClosed,placeId,categories,fid,cid,reviewsCount,imagesCount,imageCategories,scrapedAt,reserveTableUrl,googleFoodUrl,hotelStars,hotelDescription,checkInDate,checkOutDate,similarHotelsNearby,hotelReviewSummary,hotelAds,openingHours,peopleAlsoSearch,placesTags,reviewsTags,gasPrices,questionsAndAnswers,updatesFromCustomers,url,imageUrl,webResults,parentPlaceUrl,tableReservationLinks,bookingLinks,orderBy,images,imageUrls,reviews,location.lat,location.lng,reviewsDistribution.oneStar,reviewsDistribution.twoStar,reviewsDistribution.threeStar,reviewsDistribution.fourStar,reviewsDistribution.fiveStar,additionalInfo.Service options,additionalInfo.Payments,popularTimesLiveText,popularTimesLivePercent,popularTimesHistogram.Su,popularTimesHistogram.Mo,popularTimesHistogram.Tu,popularTimesHistogram.We,popularTimesHistogram.Th,popularTimesHistogram.Fr,popularTimesHistogram.Sa,updatesFromCustomers.postDate,updatesFromCustomers.postedBy.totalReviews,updatesFromCustomers.media,additionalInfo.Accessibility,reviewsDistribution,additionalInfo.Offerings,additionalInfo.Crowd,additionalInfo.From the business,additionalInfo.Amenities,additionalInfo.Children,additionalInfo.Parking,additionalInfo.Recycling,additionalInfo.Dining options,additionalInfo.Atmosphere,additionalInfo.Highlights,additionalInfo.Planning
Max Fashion,16,"https://www.google.com/maps/search/Max%20Fashion/@19.162650127397175,72.93051052286363,15z?hl=en",,False,Maxx Fashionz’,मॅक्स फॅशन’,,,Clothing store,"Room No.217, Ganesh Krupa CHS, F Block Bandra Kurla Complex, Sant Dnyaneshwar Nagar, Bandra East, Mumbai, Maharashtra 400051, India","F Block Bandra Kurla Complex, Sant Dnyaneshwar Nagar, Bandra East","Room No.217, Ganesh Krupa CHS",Mumbai,400051,Maharashtra,IN,https://maxx-fashionz.ueniweb.com/?utm_campaign=gmb,+91 90225 84695,+919022584695,False,,"3V73+6M Mumbai, Maharashtra, India",,5.0,False,False,ChIJJ-UNSi3J5zsREQefeYf0G0I,['Clothing store'],0x3be7c92d4a0de527:0x421bf487799f0711,4763669893572658961,1,2.0,"['All', 'Inside', 'By owner', 'Street View & 360°']",2024-08-20T19:23:25.573Z,,,,,,,,,[],"[{'day': 'Monday', 'hours': '10\u202fAM to 9\u202fPM'}, {'day': 'Tuesday', 'hours': '10\u202fAM to 9\u202fPM'}, {'day': 'Wednesday', 'hours': '10\u202fAM to 9\u202fPM'}, {'day': 'Thursday', 'hours': '10\u202fAM to 9\u202fPM'}, {'day': 'Friday', 'hours': '10\u202fAM to 9\u202fPM'}, {'day': 'Saturday', 'hours': '10\u202fAM to 9\u202fPM'}, {'day': 'Sunday', 'hours': '10\u202fAM to 9\u202fPM'}]","[{'category': 'People also search for', 'title': 'Max Mens Wear', 'reviewsCount': 7, 'totalScore': 4.6}, {'category': 'People also search for', 'title': 'Max Garments', 'reviewsCount': 5, 'totalScore': 4.2}, {'category': 'People also search for', 'title': 'Max', 'reviewsCount': 2027, 'totalScore': 4.2}]",[],[],[],[],,https://www.google.com/maps/search/?api=1&query=Maxx%20Fashionz%E2%80%99&query_place_id=ChIJJ-UNSi3J5zsREQefeYf0G0I,https://lh5.googleusercontent.com/p/AF1QipOVClDAziXEvkD5Sha3RyS5Is35bB9mp5W4VRCW=w408-h365-k-no,[],,[],[],[],,['https://lh5.googleusercontent.com/p/AF1QipOVClDAziXEvkD5Sha3RyS5Is35bB9mp5W4VRCW=w1920-h1080-k-no'],"[{'name': 'Srinivas Birakati', 'text': 'Good shop...', 'textTranslated': None, 'publishAt': '10 months ago', 'publishedAtDate': '2023-10-20T13:06:33.934Z', 'likesCount': 0, 'reviewId': 'ChdDSUhNMG9nS0VJQ0FnSUQ1ck0zVzFnRRAB', 'reviewUrl': 'https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ1ck0zVzFnRRAB!2m1!1s0x0:0x421bf487799f0711!3m1!1s2@1:CIHM0ogKEICAgID5rM3W1gE%7CCgwI2fbJqQYQwNXKvQM%7C?hl=en', 'reviewerId': '109611697302029358199', 'reviewerUrl': 'https://www.google.com/maps/contrib/109611697302029358199?hl=en', 'reviewerPhotoUrl': 'https://lh3.googleusercontent.com/a/ACg8ocLHlMSJuvmywkM_gtfhZw1bYpcljyweQLsKE6dfO7EYViPhAQ=s120-c-rp-mo-br100', 'reviewerNumberOfReviews': None, 'isLocalGuide': False, 'reviewOrigin': 'Google', 'stars': 5, 'rating': None, 'responseFromOwnerDate': None, 'responseFromOwnerText': None, 'reviewImageUrls': [], 'reviewContext': {}, 'reviewDetailedRating': {}}]",19.0630639,72.8542396,0.0,0.0,0.0,0.0,1.0,"[{'Delivery': True}, {'Same-day delivery': True}]",[{'Credit cards': True}],,,,,,,,,,,,,,,,,,,,,,,,,
Max Fashion,24,"https://www.google.com/maps/search/Max%20Fashion/@19.162650127397175,72.93051052286363,15z?hl=en",,False,Anita Thakkar's Rental Studio,अनीता थक्कर्स रेंटल स्टूडियो ड्रेसेस ऑन रेंट,,,Wedding dress rental service,"1st. Floor, Prem Vishnu society, C. B. Marg, Mithaghar Rd, near Salviwadi, Nav Indraprastha CHS, Mulund East, Mumbai, Maharashtra 400081, India","Nav Indraprastha CHS, Mulund East","1st. Floor, Prem Vishnu society, C. B. Marg, Mithaghar Rd, near Salviwadi",Mumbai,400081,Maharashtra,IN,,+91 98191 04811,+919819104811,False,,"5X84+F8 Mumbai, Maharashtra, India",,4.5,False,False,ChIJH-tE_uW45zsR0rCmSF2qPxM,"['Wedding dress rental service', ""Women's clothing store""]",0x3be7b8e5fe44eb1f:0x133faa5d48a6b0d2,1387014527880966354,100,103.0,"['All', 'Latest', 'Videos', 'By owner', 'Street View & 360°']",2024-08-20T19:23:26.198Z,,,,,,,,,[],"[{'day': 'Monday', 'hours': '11\u202fAM to 7\u202fPM'}, {'day': 'Tuesday', 'hours': '11\u202fAM to 7\u202fPM'}, {'day': 'Wednesday', 'hours': '11\u202fAM to 7\u202fPM'}, {'day': 'Thursday', 'hours': '11\u202fAM to 7\u202fPM'}, {'day': 'Friday', 'hours': '11\u202fAM to 8\u202fPM'}, {'day': 'Saturday', 'hours': '11\u202fAM to 7\u202fPM'}, {'day': 'Sunday', 'hours': '11\u202fAM to 7\u202fPM'}]","[{'category': 'People also search for', 'title': 'POPIN - MULUND', 'reviewsCount': 609, 'totalScore': 4.3}, {'category': 'People also search for', 'title': 'Aarydhya Dresses', 'reviewsCount': 0, 'totalScore': 0}, {'category': 'People also search for', 'title': 'Aarti Creation', 'reviewsCount': 3, 'totalScore': 4.3}, {'category': 'People also search for', 'title': ""NIRIKSHA'S Rental"", 'reviewsCount': 1, 'totalScore': 4}, {'category': 'People also search for', 'title': 'NATRANG DRESS', 'reviewsCount': 25, 'totalScore': 4.8}]",[],"[{'title': 'outfit', 'count': 11}, {'title': 'prices', 'count': 4}, {'title': 'co operative', 'count': 3}, {'title': 'lehengas', 'count': 2}, {'title': 'designer', 'count': 2}, {'title': 'experience', 'count': 2}]",[],"[{'question': 'Do you take clothes on rent?', 'answers': [{'answer': 'Yes ', 'answeredBy': {}}], 'askDate': '2 years ago', 'askedBy': {}}]",,https://www.google.com/maps/search/?api=1&query=Anita%20Thakkar's%20Rental%20Studio&query_place_id=ChIJH-tE_uW45zsR0rCmSF2qPxM,https://lh5.googleusercontent.com/p/AF1QipMUuJMue6g4WulgqL8cbKLSIFJO0mGhZ4qtutKt=w408-h304-k-no,[],,[],[],[],,['https://lh5.googleusercontent.com/p/AF1QipMUuJMue6g4WulgqL8cbKLSIFJO0mGhZ4qtutKt=w1920-h1080-k-no'],"[{'name': 'VARERKAR ENTERPRISES', 'text': None, 'textTranslated': None, 'publishAt': '2 weeks ago', 'publishedAtDate': '2024-08-06T17:17:49.214Z', 'likesCount': 0, 'reviewId': 'ChdDSUhNMG9nS0VJQ0FnSURiOGRQN2pBRRAB', 'reviewUrl': 'https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURiOGRQN2pBRRAB!2m1!1s0x0:0x133faa5d48a6b0d2!3m1!1s2@1:CIHM0ogKEICAgIDb8dP7jAE%7CCgsIvbXJtQYQqPC3Zg%7C?hl=en', 'reviewerId': '112484420782635940603', 'reviewerUrl': 'https://www.google.com/maps/contrib/112484420782635940603?hl=en', 'reviewerPhotoUrl': 'https://lh3.googleusercontent.com/a-/ALV-UjVEvox5RDrrLUcr88LOAKR30GSSL6ILnwa3E6w4GbeqFjWweiE9Gg=s120-c-rp-mo-ba3-br100', 'reviewerNumberOfReviews': None, 'isLocalGuide': True, 'reviewOrigin': 'Google', 'stars': 5, 'rating': None, 'responseFromOwnerDate': None, 'responseFromOwnerText': None, 'reviewImageUrls': [], 'reviewContext': {}, 'reviewDetailedRating': {}}]",19.1661463,72.9557699,10.0,0.0,3.0,8.0,79.0,,,,,"[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 7}, {'hour': 12, 'occupancyPercent': 13}, {'hour': 13, 'occupancyPercent': 19}, {'hour': 14, 'occupancyPercent': 25}, {'hour': 15, 'occupancyPercent': 25}, {'hour': 16, 'occupancyPercent': 33}, {'hour': 17, 'occupancyPercent': 41}, {'hour': 18, 'occupancyPercent': 49}, {'hour': 19, 'occupancyPercent': 0}, {'hour': 20, 'occupancyPercent': 0}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]","[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 15}, {'hour': 12, 'occupancyPercent': 13}, {'hour': 13, 'occupancyPercent': 13}, {'hour': 14, 'occupancyPercent': 15}, {'hour': 15, 'occupancyPercent': 25}, {'hour': 16, 'occupancyPercent': 27}, {'hour': 17, 'occupancyPercent': 47}, {'hour': 18, 'occupancyPercent': 64}, {'hour': 19, 'occupancyPercent': 0}, {'hour': 20, 'occupancyPercent': 0}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]","[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 11}, {'hour': 12, 'occupancyPercent': 9}, {'hour': 13, 'occupancyPercent': 15}, {'hour': 14, 'occupancyPercent': 23}, {'hour': 15, 'occupancyPercent': 25}, {'hour': 16, 'occupancyPercent': 39}, {'hour': 17, 'occupancyPercent': 49}, {'hour': 18, 'occupancyPercent': 50}, {'hour': 19, 'occupancyPercent': 0}, {'hour': 20, 'occupancyPercent': 0}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]","[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 13}, {'hour': 12, 'occupancyPercent': 13}, {'hour': 13, 'occupancyPercent': 23}, {'hour': 14, 'occupancyPercent': 19}, {'hour': 15, 'occupancyPercent': 31}, {'hour': 16, 'occupancyPercent': 45}, {'hour': 17, 'occupancyPercent': 60}, {'hour': 18, 'occupancyPercent': 84}, {'hour': 19, 'occupancyPercent': 0}, {'hour': 20, 'occupancyPercent': 0}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]","[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 17}, {'hour': 12, 'occupancyPercent': 23}, {'hour': 13, 'occupancyPercent': 19}, {'hour': 14, 'occupancyPercent': 23}, {'hour': 15, 'occupancyPercent': 19}, {'hour': 16, 'occupancyPercent': 23}, {'hour': 17, 'occupancyPercent': 33}, {'hour': 18, 'occupancyPercent': 50}, {'hour': 19, 'occupancyPercent': 0}, {'hour': 20, 'occupancyPercent': 0}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]","[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 11}, {'hour': 12, 'occupancyPercent': 25}, {'hour': 13, 'occupancyPercent': 31}, {'hour': 14, 'occupancyPercent': 39}, {'hour': 15, 'occupancyPercent': 37}, {'hour': 16, 'occupancyPercent': 37}, {'hour': 17, 'occupancyPercent': 47}, {'hour': 18, 'occupancyPercent': 62}, {'hour': 19, 'occupancyPercent': 49}, {'hour': 20, 'occupancyPercent': 0}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]","[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 29}, {'hour': 12, 'occupancyPercent': 43}, {'hour': 13, 'occupancyPercent': 43}, {'hour': 14, 'occupancyPercent': 43}, {'hour': 15, 'occupancyPercent': 50}, {'hour': 16, 'occupancyPercent': 74}, {'hour': 17, 'occupancyPercent': 86}, {'hour': 18, 'occupancyPercent': 100}, {'hour': 19, 'occupancyPercent': 0}, {'hour': 20, 'occupancyPercent': 0}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]",6 months ago,,[],,,,,,,,,,,,,
Max Fashion,23,"https://www.google.com/maps/search/Max%20Fashion/@19.162650127397175,72.93051052286363,15z?hl=en",,False,"Zudio - Nahur, Mumbai",ज़ुडियो,,,Clothing store,"Subhash Nagar Rd, near Nahur, Station, Nahur West, Industrial Area, Bhandup West, Mumbai, Maharashtra 400078, India","Nahur West, Industrial Area, Bhandup West","Subhash Nagar Rd, near Nahur, Station",Mumbai,400078,Maharashtra,IN,https://www.instagram.com/myzudio/,,,False,,"5W3V+GV Mumbai, Maharashtra, India",,4.0,False,False,ChIJ5Y_Y3ce55zsRr9psaAnU5dE,['Clothing store'],0x3be7b9c7ddd88fe5:0xd1e5d409686cdaaf,15124728060465437359,319,3.0,"['All', 'Latest', 'Videos', 'Inside']",2024-08-20T19:23:29.499Z,,,,,,,,,[],"[{'day': 'Monday', 'hours': '11\u202fAM to 9\u202fPM'}, {'day': 'Tuesday', 'hours': '11\u202fAM to 9\u202fPM'}, {'day': 'Wednesday', 'hours': '11\u202fAM to 9\u202fPM'}, {'day': 'Thursday', 'hours': '11\u202fAM to 9\u202fPM'}, {'day': 'Friday', 'hours': '11\u202fAM to 9\u202fPM'}, {'day': 'Saturday', 'hours': '11\u202fAM to 9\u202fPM'}, {'day': 'Sunday', 'hours': '11\u202fAM to 9\u202fPM'}]","[{'category': 'People also search for', 'title': 'ZUDIO - Maharashtra, Jogeshwari East', 'reviewsCount': 21, 'totalScore': 3}, {'category': 'People also search for', 'title': 'Zudio-Sai plaza building', 'reviewsCount': 2, 'totalScore': 5}, {'category': 'People also search for', 'title': 'Zudio - Kharghar Metro', 'reviewsCount': 1, 'totalScore': 4}]","[{'title': 'Services', 'count': 1}]","[{'title': 'price', 'count': 29}, {'title': 'experience', 'count': 10}, {'title': 'products', 'count': 9}, {'title': 'station', 'count': 5}, {'title': 'varieties', 'count': 4}, {'title': 'pay', 'count': 4}, {'title': 'parking', 'count': 4}, {'title': 'makeup', 'count': 3}, {'title': 'outlet', 'count': 3}, {'title': 'sandals', 'count': 2}]",[],"[{'question': 'from when it is going to start???', 'answers': [{'answer': 'Time 11 to 9 \n', 'answeredBy': {}}], 'askDate': 'a year ago', 'askedBy': {}}]",,https://www.google.com/maps/search/?api=1&query=Zudio%20-%20Nahur%2C%20Mumbai&query_place_id=ChIJ5Y_Y3ce55zsRr9psaAnU5dE,https://lh5.googleusercontent.com/p/AF1QipMT1wpZcFj1PM608VwKVy95EIjdahme9GrJZHsW=w408-h306-k-no,[],,[],[],[],,['https://lh5.googleusercontent.com/p/AF1QipMT1wpZcFj1PM608VwKVy95EIjdahme9GrJZHsW=w1920-h1080-k-no'],"[{'name': 'Rupesh Thakur', 'text': ""Der Deutsche Parkz, Subhash Nagar Road, Nahur West, Industrial area, Next to Classic Marble, Bhandup (W) , Mumbai - 400078 , Maharashtra\nMany more branches in all over india\nZudio is a budget-friendly clothing brand that offers affordable options.\nIn recent years, Tata Group's budget-friendly clothing brand Zudio has been gaining popularity among Indian consumers. The brand's expansion efforts have been remarkable, surpassing even the well-established Tata-run retail chain, Westside."", 'textTranslated': None, 'publishAt': 'a day ago', 'publishedAtDate': '2024-08-19T18:38:16.576Z', 'likesCount': 0, 'reviewId': 'ChZDSUhNMG9nS0VJQ0FnSUM3djhtTUJ3EAE', 'reviewUrl': 'https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM3djhtTUJ3EAE!2m1!1s0x0:0xd1e5d409686cdaaf!3m1!1s2@1:CIHM0ogKEICAgIC7v8mMBw%7CCgwImKKOtgYQoI_kkgI%7C?hl=en', 'reviewerId': '102289294680577011015', 'reviewerUrl': 'https://www.google.com/maps/contrib/102289294680577011015?hl=en', 'reviewerPhotoUrl': 'https://lh3.googleusercontent.com/a-/ALV-UjX15OdEY9GbEaD-N0Z_XoS8vt2Xg-9jqI2DxN2uZ9i-oxM1qQc=s120-c-rp-mo-ba5-br100', 'reviewerNumberOfReviews': None, 'isLocalGuide': True, 'reviewOrigin': 'Google', 'stars': 5, 'rating': None, 'responseFromOwnerDate': None, 'responseFromOwnerText': None, 'reviewImageUrls': [], 'reviewContext': {}, 'reviewDetailedRating': {}}]",19.1538486,72.944664,33.0,9.0,35.0,81.0,161.0,"[{'Delivery': True}, {'Onsite services': True}, {'Same-day delivery': True}]","[{'Credit cards': True}, {'Debit cards': True}, {'NFC mobile payments': True}, {'Credit cards': True}]",,,"[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 17}, {'hour': 12, 'occupancyPercent': 29}, {'hour': 13, 'occupancyPercent': 39}, {'hour': 14, 'occupancyPercent': 48}, {'hour': 15, 'occupancyPercent': 57}, {'hour': 16, 'occupancyPercent': 73}, {'hour': 17, 'occupancyPercent': 87}, {'hour': 18, 'occupancyPercent': 99}, {'hour': 19, 'occupancyPercent': 100}, {'hour': 20, 'occupancyPercent': 82}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]","[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 6}, {'hour': 12, 'occupancyPercent': 11}, {'hour': 13, 'occupancyPercent': 16}, {'hour': 14, 'occupancyPercent': 18}, {'hour': 15, 'occupancyPercent': 20}, {'hour': 16, 'occupancyPercent': 23}, {'hour': 17, 'occupancyPercent': 28}, {'hour': 18, 'occupancyPercent': 37}, {'hour': 19, 'occupancyPercent': 41}, {'hour': 20, 'occupancyPercent': 37}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]","[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 8}, {'hour': 12, 'occupancyPercent': 12}, {'hour': 13, 'occupancyPercent': 16}, {'hour': 14, 'occupancyPercent': 20}, {'hour': 15, 'occupancyPercent': 22}, {'hour': 16, 'occupancyPercent': 26}, {'hour': 17, 'occupancyPercent': 33}, {'hour': 18, 'occupancyPercent': 43}, {'hour': 19, 'occupancyPercent': 47}, {'hour': 20, 'occupancyPercent': 41}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]","[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 8}, {'hour': 12, 'occupancyPercent': 11}, {'hour': 13, 'occupancyPercent': 14}, {'hour': 14, 'occupancyPercent': 17}, {'hour': 15, 'occupancyPercent': 19}, {'hour': 16, 'occupancyPercent': 21}, {'hour': 17, 'occupancyPercent': 30}, {'hour': 18, 'occupancyPercent': 41}, {'hour': 19, 'occupancyPercent': 49}, {'hour': 20, 'occupancyPercent': 42}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]","[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 9}, {'hour': 12, 'occupancyPercent': 13}, {'hour': 13, 'occupancyPercent': 17}, {'hour': 14, 'occupancyPercent': 20}, {'hour': 15, 'occupancyPercent': 24}, {'hour': 16, 'occupancyPercent': 29}, {'hour': 17, 'occupancyPercent': 37}, {'hour': 18, 'occupancyPercent': 50}, {'hour': 19, 'occupancyPercent': 56}, {'hour': 20, 'occupancyPercent': 48}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]","[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 8}, {'hour': 12, 'occupancyPercent': 14}, {'hour': 13, 'occupancyPercent': 19}, {'hour': 14, 'occupancyPercent': 20}, {'hour': 15, 'occupancyPercent': 22}, {'hour': 16, 'occupancyPercent': 28}, {'hour': 17, 'occupancyPercent': 38}, {'hour': 18, 'occupancyPercent': 52}, {'hour': 19, 'occupancyPercent': 59}, {'hour': 20, 'occupancyPercent': 54}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]","[{'hour': 6, 'occupancyPercent': 0}, {'hour': 7, 'occupancyPercent': 0}, {'hour': 8, 'occupancyPercent': 0}, {'hour': 9, 'occupancyPercent': 0}, {'hour': 10, 'occupancyPercent': 0}, {'hour': 11, 'occupancyPercent': 12}, {'hour': 12, 'occupancyPercent': 19}, {'hour': 13, 'occupancyPercent': 26}, {'hour': 14, 'occupancyPercent': 31}, {'hour': 15, 'occupancyPercent': 35}, {'hour': 16, 'occupancyPercent': 42}, {'hour': 17, 'occupancyPercent': 54}, {'hour': 18, 'occupancyPercent': 69}, {'hour': 19, 'occupancyPercent': 75}, {'hour': 20, 'occupancyPercent': 64}, {'hour': 21, 'occupancyPercent': 0}, {'hour': 22, 'occupancyPercent': 0}, {'hour': 23, 'occupancyPercent': 0}]",11 months ago,,[],"[{'Wheelchair accessible parking lot': True}, {'Wheelchair accessible entrance': False}]",,,,,,,,,,,,
Max Fashion,23,"https://www.google.com/maps/search/Max%20Fashion/@19.097759472602828,72.93051052286363,15z?hl=en",,False,Max Jewellery,मैक्स ज्वेलरी,,,Jewelry store,"4W47+XP3, near Shankar Mandir, Anand Gadh Park Site, Varsha Nagar, Vikhroli West, Mumbai, Maharashtra 400079, India","Anand Gadh Park Site, Varsha Nagar, Vikhroli West","4W47+XP3, near Shankar Mandir",Mumbai,400079,Maharashtra,IN,,+91 76662 50445,+917666250445,True,,,,,False,True,ChIJ74kvvcPH5zsRCmlsTbkV8kY,['Jewelry store'],0x3be7c7c3bd2f89ef:0x46f215b94d6c690a,5112172412631017738,0,,[],2024-08-20T19:23:33.457Z,,,,,,,,,[],[],"[{'category': 'People also search for', 'title': 'Moti Jewellers', 'reviewsCount': 8, 'totalScore': 4}]",[],[],[],[],,https://www.google.com/maps/search/?api=1&query=Max%20Jewellery&query_place_id=ChIJ74kvvcPH5zsRCmlsTbkV8kY,,[],,[],[],[],,[],[],19.1073798,72.9142938,,,,,,[{'In-store shopping': True}],"[{'Credit cards': True}, {'Debit cards': True}, {'Credit cards': True}]",,,,,,,,,,,,,,,,,,,,,,,,,
Max Fashion,5,"https://www.google.com/maps/search/Max%20Fashion/@19.097759472602828,72.93051052286363,15z?hl=en",,False,Max Collection,मैक्स कलेक्शन,,,Men's clothing store,"Shop No 17, Park Site, Godrej Hillside Colony, Vikhroli West, Mumbai, Maharashtra 400079, India","Godrej Hillside Colony, Vikhroli West","Shop No 17, Park Site",Mumbai,400079,Maharashtra,IN,,+91 97024 72050,+919702472050,False,,"4W4C+J6 Mumbai, Maharashtra, India",,,False,False,ChIJHRYTVHPH5zsR2Mhrr3ASdjA,"[""Men's clothing store""]",0x3be7c7735413161d:0x30761270af6bc8d8,3491998836261112024,0,,[],2024-08-20T19:23:38.553Z,,,,,,,,,[],[],"[{'category': 'People also search for', 'title': 'Max', 'reviewsCount': 3230, 'totalScore': 4.1}, {'category': 'People also search for', 'title': 'Shaziya Collection', 'reviewsCount': 0, 'totalScore': 0}, {'category': 'People also search for', 'title': 'Max Garments', 'reviewsCount': 5, 'totalScore': 4.2}, {'category': 'People also search for', 'title': 'Lucky Collection', 'reviewsCount': 0, 'totalScore': 0}, {'category': 'People also search for', 'title': 'Maxi Collections', 'reviewsCount': 0, 'totalScore': 0}]",[],[],[],[],,https://www.google.com/maps/search/?api=1&query=Max%20Collection&query_place_id=ChIJHRYTVHPH5zsR2Mhrr3ASdjA,,[],,[],[],[],,[],[],19.1065689,72.9205989,,,,,,,"[{'Credit cards': True}, {'NFC mobile payments': True}]",,,,,,,,,,,,,,,"[{""Men's clothing"": True}]",,,,,,,,,,
